Date,SPY - Close,SPY - Volume,US New Daily Cases,US New Daily Deaths,US New Daily Tests,China New Daily Cases,China New Daily Deaths,US Unemployment Rate (%),US Quarterly GDP,Sitting President,Senate Majority Party,VIX - Open,VIX - Close,Season
9/26/12,143.289993,146502200,0,0,0,0,0,7.8,16257.151,Barack Obama,Democrat,15.83,16.809999,Fall
9/27/12,144.639999,111830300,0,0,0,0,0,7.8,16257.151,Barack Obama,Democrat,16.379999,14.84,Fall
9/28/12,143.970001,150696100,0,0,0,0,0,7.8,16257.151,Barack Obama,Democrat,15.23,15.73,Fall
10/1/12,144.350006,135911200,0,0,0,0,0,7.8,16358.863,Barack Obama,Democrat,16.030001,16.32,Fall
10/2/12,144.5,113422200,0,0,0,0,0,7.8,16358.863,Barack Obama,Democrat,15.85,15.71,Fall
10/3/12,145.089996,121283100,0,0,0,0,0,7.8,16358.863,Barack Obama,Democrat,15.63,15.43,Fall
10/4/12,146.130005,124311600,0,0,0,0,0,7.8,16358.863,Barack Obama,Democrat,15.23,14.55,Fall
10/5/12,146.139999,124842100,0,0,0,0,0,7.8,16358.863,Barack Obama,Democrat,13.68,14.33,Fall
10/8/12,145.639999,78415400,0,0,0,0,0,7.8,16358.863,Barack Obama,Democrat,15.19,15.11,Fall
10/9/12,144.199997,148872900,0,0,0,0,0,7.8,16358.863,Barack Obama,Democrat,15.28,16.370001,Fall
10/10/12,143.279999,124247500,0,0,0,0,0,7.8,16358.863,Barack Obama,Democrat,16.52,16.290001,Fall
10/11/12,143.360001,123601500,0,0,0,0,0,7.8,16358.863,Barack Obama,Democrat,15.33,15.59,Fall
